age,bmi,bmi_status,can_cook,allergies,Ingredients1,Ingredients2,Ingredients3,label,gemma_prompt,recommendation_reason
15,21.3,Underweight,1,Crab,,,,King Salmon With Braised Fennel And Artichokes,"[INTERNAL REASONING LOGIC]

This child is 15 years old and has a BMI of 21.3, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Crab, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: King Salmon With Braised Fennel And Artichokes.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre a special kind of kid, with a body that needs a little extra love to grow strong and happy. But dont worry, you can still enjoy a delicious meal that will make you feel extra special! I know you can cook, so lets choose a simple and yummy recipe that you can whip up on your own. This recipe combines the flavors of the sea with the taste of the earth, and its perfect for your body! Think of it like a magical journey where youll discover new and exciting tastes. Well be exploring the world of King Salmon, Braised Fennel, and Artichokes, a trio of flavors that are like a symphony for your taste."
8,22.1,Underweight,0,,Fish,,,Adriatic Fish Broth,"[INTERNAL REASONING LOGIC]

This child is 8 years old and has a BMI of 22.1, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like Fish available at home.

Based on these factors, the machine learning model recommended: Adriatic Fish Broth.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! 👋 Did you ever wonder why some foods make you feel all energetic and strong? Just like your body needs some extra energy to grow and thrive, the Adriatic Fish Broth is the perfect food for you! This yummy broth is packed with the goodness of fish, a treat for your taste buds! Its so simple and straightforward, just like your favorite recipes. So, go ahead, slurp up that broth and feel the energy coursing through your body! Youll be amazed at how good it makes you feel. Remember, eating healthy is magical, so enjoy your Adriatic Fish Broth and spread the happiness! 🎉."
6,15.1,Underweight,1,"Peach, Shellfish",,,,Pancetta-Wrapped Salmon with Red Wine Butter,"[INTERNAL REASONING LOGIC]

This child is 6 years old and has a BMI of 15.1, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Peach, Shellfish, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Pancetta-Wrapped Salmon with Red Wine Butter.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Lets explore your body and see how it needs some extra care to stay healthy and strong. Your body is like a tiny chef, and today, were going to make a special dish that will make you feel super energized and ready to conquer the world! The recipe weve chosen is Pancetta-Wrapped Salmon with Red Wine Butter. It sounds fancy, but its actually super simple to make! Just like you can cook for yourself, and its a great way to explore new flavors. So, lets gather the ingredients and get ready to whip up this delicious meal together! Ingredients: * Pancetta (cut into thin strips) * Salmon fillets (."
8,19.0,Underweight,0,"Buckwheat, Egg, Wheat",,,,Miso Salmon With Mushrooms,"[INTERNAL REASONING LOGIC]

This child is 8 years old and has a BMI of 19.0, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to Buckwheat, Egg, Wheat, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Miso Salmon With Mushrooms.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, little one! Lets explore the world of delicious foods together! Youre 8 years old, which means youre growing and getting stronger every day. Your body needs some extra energy to bounce and play, just like a little plant getting the sunshine and water it needs to flourish. Since you cant cook, its important to eat something thats super simple and easy to prepare. Think of it like a magic chef who makes everything for you! This Miso Salmon with Mushrooms sounds like a super yummy treat, and its perfect for a special lunch or a delicious dinner. Its made with salmon, mushrooms, and yummy miso sauce, all mixed together in a."
11,19.1,Underweight,0,"Milk, Chicken",Peach,,,Pecan-crusted Trout with Peach-Habanero Chile Sauce,"[INTERNAL REASONING LOGIC]

This child is 11 years old and has a BMI of 19.1, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to Milk, Chicken, which was excluded from the recommendation.

They have ingredients like Peach available at home.

Based on these factors, the machine learning model recommended: Pecan-crusted Trout with Peach-Habanero Chile Sauce.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! 🌿✨ Look at this delicious dish Ive got for you! Its called Pecan-crusted Trout with Peach-Habanero Chile Sauce. Its the perfect meal for you because its simple and super yummy. 🤤 Let me tell you why its so awesome: * **Pecan-crusted trout**: The fish is like a tiny treasure covered with a light and fluffy breading thats made with pecans and spices. Its like a mini celebration for your taste buds! * **Peach and habanero**: The sauce is made with juicy peaches and fiery habanero peppers, giving you a burst of sweet and spicy flavors. Its."
7,20.4,Underweight,1,"Egg, Peach",,,,Piquillo-Pepper Num Pangs,"[INTERNAL REASONING LOGIC]

This child is 7 years old and has a BMI of 20.4, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Egg, Peach, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Piquillo-Pepper Num Pangs.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Lets open up your taste buds with some yummy food, just for you! Im so happy you can cook your own meals, and you have some special allergies to keep you safe. Just follow these simple steps to make a delicious dish: **Step 1:** Mix some yummy ingredients together like magical sprinkles. They are like the building blocks of your delicious meal! **Step 2:** Crush some more magical ingredients until they are small and fluffy. They are like sprinkles on top of your dish! **Step 3:** Put everything together like a puzzle, just like putting together a building block creation. **Step 4:** Enjoy your special Pangs meal! Its a."
16,24.6,Underweight,1,Milk,Potato,,,Seared Sea Bass With Fennel Seeds & Roasted Sweet Potatoes,"[INTERNAL REASONING LOGIC]

This child is 16 years old and has a BMI of 24.6, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Milk, which was excluded from the recommendation.

They have ingredients like Potato available at home.

Based on these factors, the machine learning model recommended: Seared Sea Bass With Fennel Seeds & Roasted Sweet Potatoes.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre 16, and your body needs some extra energy to stay healthy and strong. Just like a magical mermaid, youve got some special ingredients at home that can help you shine! The Seared Sea Bass with Fennel Seeds & Roasted Sweet Potatoes is a dish thats so delicious, itll make you feel like a mermaid swimming through a magical ocean. The sea bass is so tender and flaky, and the fennel seeds add a delicious crunch that dances on your tongue. The roasted sweet potatoes are like golden treasures, perfectly sweet and fluffy. So grab a fork and let your taste buds go on an adventure! This food is so magical, youll feel a magical mermaid swimming through."
11,22.4,Underweight,1,"Crab, Pork, Milk",,,,Turkey Ossobuco,"[INTERNAL REASONING LOGIC]

This child is 11 years old and has a BMI of 22.4, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Crab, Pork, Milk, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Turkey Ossobuco.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! 👋 My tummy is rumbling, just like a happy caterpillar! It needs a yummy treat to make it happy and strong. 🐛 I know you can cook, so Im giving you a special recipe just for you! Its called Turkey Ossobuco, and its like a magical journey for your taste buds! ✨ This dish is like a hug in a bowl. Its made with tender turkey swimming in a delicious sauce made with veggies and spices. Its so yummy, you wont believe it! 😋 Just imagine the fantastic feeling youll have when youre all done cooking and your dish is ready. 🎉 Its like a magic potion for your."
11,21.8,Underweight,0,,,,,Broiled Bacon-Basted Salmon with Mushroom-Oyster Sauce,"[INTERNAL REASONING LOGIC]

This child is 11 years old and has a BMI of 21.8, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Broiled Bacon-Basted Salmon with Mushroom-Oyster Sauce.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Lets take a bite and explore the delicious world of food together! With your 11-year-old body needing a bit more energy to bounce back, weve created a special meal just for you. Its a mix of salty and savory flavors, like the smoky aroma of grilled salmon and the earthy goodness of mushrooms and oysters dancing on a bed of creamy sauce. So, grab a fork, take a sip, and let your taste buds dance to the rhythm of this delightful meal! Whoosh! Enjoy it and feel your body buzzing with energy and happiness."
9,18.2,Underweight,0,"Soybean, Egg, Chicken",,,,Grilled Salmon with Habanero-Lime Butter,"[INTERNAL REASONING LOGIC]

This child is 9 years old and has a BMI of 18.2, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to Soybean, Egg, Chicken, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Grilled Salmon with Habanero-Lime Butter.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Your body is like a garden that needs some extra care to flourish. Youre underweight, which means your body might need some extra energy to stay healthy and strong. But dont worry, you can still enjoy a delicious meal that will nourish you! Grilled salmon with a special sauce is the perfect treat for your taste buds. The salmon is juicy and flaky, and the sauce adds a burst of flavor. Its a great way to get the nutrients your body needs! So, grab a fork and try some of this amazing food. Youll be amazed at how good it tastes! Remember, your body is like a garden, and this meal is a delicious fertilizer that will help it grow strong."
6,25.1,Underweight,1,"Squid, Peach, Pine nut",Anchovy,Tomato,,Savory Slow Roasted Tomatoes with Filet of Anchovy,"[INTERNAL REASONING LOGIC]

This child is 6 years old and has a BMI of 25.1, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Squid, Peach, Pine nut, which was excluded from the recommendation.

They have ingredients like Anchovy, Tomato available at home.

Based on these factors, the machine learning model recommended: Savory Slow Roasted Tomatoes with Filet of Anchovy.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre 6 years old, and youre building your body for awesome adventures! Your body is like a tiny construction site, and you need the right ingredients to keep it strong and healthy. The machine learning model figured that you might need a little extra energy to build your muscles and bones, so they gave you the recipe for Savory Slow Roasted Tomatoes with Filet of Anchovy. This dish is like a delicious journey for your taste buds! Its packed with yummy tomatoes and the savory flavor of anchovies, all cooked to perfection. So, grab your apron, put on your chefs hat, and lets whip up this yummy meal together! Its time to."
8,26.4,Underweight,0,"Shrimp, Tomato, Walnut",Lemon,Fish,,Grilled Swordfish With Lemon And Caper Sauce,"[INTERNAL REASONING LOGIC]

This child is 8 years old and has a BMI of 26.4, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to Shrimp, Tomato, Walnut, which was excluded from the recommendation.

They have ingredients like Lemon, Fish available at home.

Based on these factors, the machine learning model recommended: Grilled Swordfish With Lemon And Caper Sauce.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, little one! Want to know why the machine learned that Grilled Swordfish is the perfect food for you today? Its because youre underweight and need some extra energy to bounce around and play! Just like you and your friends who are strong and healthy, Swordfish has everything you need to grow and thrive. Its a delicious fish thats packed with vitamins and minerals that will make you happy and healthy. Plus, the Lemon and Caper sauce makes it super yummy and refreshing! So, grab a fork and lets dig into this amazing Swordfish and have some fun cooking it together! You can make a magical dish that will make you feel like a hero!."
14,16.5,Underweight,0,"Beef, Egg",,,,Parmesan Sole,"[INTERNAL REASONING LOGIC]

This child is 14 years old and has a BMI of 16.5, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to Beef, Egg, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Parmesan Sole.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre 14, and your body is like a tiny explorer setting sail on a big ocean. 🌊 The machine learning model figured that you might need a bit more energy to explore the world and build your strength. So, they gave you some Parmesan Sole, a fish thats like a taste of the sea in a dish! This fish is so delicious and simple that even an adult can cook it for you, just like a friendly chef. You just need to use some special tools to make it magical! So, grab your favorite fork, open your mind like a curious explorer, and dive into the world of Parmesan Sole! Its a journey for your taste buds, and you."
13,20.2,Underweight,0,,,,,Gemelli with Broccoli Rabe and Anchovies,"[INTERNAL REASONING LOGIC]

This child is 13 years old and has a BMI of 20.2, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Gemelli with Broccoli Rabe and Anchovies.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Its so great that youre turning 13! Youre finally old enough to cook for yourself, and thats super exciting! I know you might be a little nervous since your BMI is a bit low, but remember, youre still healthy and strong! This meal is perfect for you because its simple and delicious. The Gemelli with Broccoli Rabe and Anchovies sounds absolutely amazing! Its a delicious blend of textures and flavors. The Gemelli is like a kind of pasta thats been cooked in a special way, and the Broccoli Rabe is like a green, leafy salad with some yummy mushrooms and tomatoes. The anchovies are like tiny fish that."
8,19.9,Underweight,1,"Buckwheat, Mackerel, Milk",,,,Pan-Fried Snapper with Buttery Parsnip Puree,"[INTERNAL REASONING LOGIC]

This child is 8 years old and has a BMI of 19.9, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Buckwheat, Mackerel, Milk, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Pan-Fried Snapper with Buttery Parsnip Puree.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, hungry friend! Listen up, because Im here to help you make a delicious and healthy meal. Were going to cook up a special dish thats perfect for you, even though your body might need a little extra energy. Remember, the machine learning model said that you can cook this one, so lets give it a try together! Heres the recipe Ive put together for you: **Pan-Fried Snapper with Buttery Parsnip Puree** This dish is like a treasure hunt for your taste buds! Its simple to make with ingredients you probably already have on hand. First, well cook some snappers, which are these."
13,16.1,Underweight,1,"Sulfurous acid, Mackerel",,,,Hot Nicoise Salad,"[INTERNAL REASONING LOGIC]

This child is 13 years old and has a BMI of 16.1, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Sulfurous acid, Mackerel, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Hot Nicoise Salad.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Lets have some fun and try a new salad called the Hot Nicoise Salad. This salad is the perfect way to give your body the energy it needs to shine! Imagine this: a bed of crunchy celery with a yummy dressing made with olive oil, mustard, and a sprinkle of herbs. Its a delicious mix that will make you feel like a superhero ready to tackle the day! So, grab some lettuce, some tomatoes, some cucumbers, and some onion, and lets make this salad together! You can even add some nuts or seeds for extra crunch and flavor. And who knows, you might even surprise yourself with how much you love this salad! So, lets give it."
14,18.3,Underweight,1,"Squid, Chicken, Buckwheat",,,,Salmon Fillets with Herbed Leeks,"[INTERNAL REASONING LOGIC]

This child is 14 years old and has a BMI of 18.3, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Squid, Chicken, Buckwheat, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Salmon Fillets with Herbed Leeks.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Your body is a special machine that needs a special diet to stay happy and healthy. Your BMI of 18.3 might seem a bit low, but dont worry! It just means you need a little more fuel to keep things running smoothly. Since you can cook, lets choose a food thats easy to make on your own. It should be a dish thats packed with yummy ingredients that will make you feel happy and energized. Based on your dietary restrictions, weve picked Salmon Fillets with Herbed Leeks. This sounds like a super delicious and healthy meal that will make your taste buds dance! Get ready to embark on a culinary adventure and dive into."
6,20.1,Underweight,1,,,,,Crispy Skin Salmon,"[INTERNAL REASONING LOGIC]

This child is 6 years old and has a BMI of 20.1, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Crispy Skin Salmon.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, youre 6 years old, and your body is like a tiny explorer setting off on a new adventure! I know you might be feeling a little bit hungry, just like your body needs some extra energy to grow and play. So, I have some exciting news! You can cook up a delicious meal all by yourself using simple ingredients that are easy to find! Think of it as a special mission to make a super yummy dish that will help you explore the world. Lets focus on a type of fish thats known for being super crispy and delicious, just like you! Crispy Skin Salmon is the yummy recipe I have chosen for you. Its so juicy and flavorful that its."
10,22.9,Underweight,1,"Egg, Shrimp",,,,Nioise on a Roll,"[INTERNAL REASONING LOGIC]

This child is 10 years old and has a BMI of 22.9, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Egg, Shrimp, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Nioise on a Roll.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre 10 years old, and guess what? Your body is like a super cool machine that needs some extra fuel to stay happy and healthy! Just like a chef making delicious food, you can cook up some yummy meals on your own. Lets choose a simple and exciting food thats perfect for you. Its a magical treat called Nioise on a Roll. Its like a yummy adventure for your taste buds! The ingredients are special and magical. Theyre like a magical potion that will help you shine brightly and reach your full potential! So, grab your apron, put on your chefs hat, and lets whip up this magical Nioise on."
7,26.3,Underweight,1,"Mackerel, Wheat",Shrimp,,,Saffron Shrimp and Stuffed Cherry Peppers,"[INTERNAL REASONING LOGIC]

This child is 7 years old and has a BMI of 26.3, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Mackerel, Wheat, which was excluded from the recommendation.

They have ingredients like Shrimp available at home.

Based on these factors, the machine learning model recommended: Saffron Shrimp and Stuffed Cherry Peppers.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, little one! Are you ready to embark on a culinary adventure? Lets whip up a delicious meal thats tailor-made for you. Since youre underweight, your body needs some extra energy to thrive. So, were cooking up a simple and yummy dish thats perfect for you. Think of it as a magical mix of shrimp and cherry peppers, like a special treat from the sea. The shrimp will give you a burst of delicious flavor, while the cherry peppers add a delightful crunch and a bit of sweetness. This food is so easy to prepare, so you can cook it all by yourself. Just follow the instructions on the label, and youll be ready."
13,16.7,Underweight,1,"Walnut, Soybean, Shellfish",Garlic,,,Garlic Greens on Toast,"[INTERNAL REASONING LOGIC]

This child is 13 years old and has a BMI of 16.7, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Walnut, Soybean, Shellfish, which was excluded from the recommendation.

They have ingredients like Garlic available at home.

Based on these factors, the machine learning model recommended: Garlic Greens on Toast.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, youre 13 years old, and your body needs some extra care to stay healthy and strong. Youre underweight, which means your body might need a little more energy to function properly. But dont worry, you can still enjoy some yummy and easy meals that are great for your body. Lets whip up some Garlic Greens on Toast, a super simple and delicious dish that will make you feel like a superhero! This dish is perfect for you because its made with simple and safe ingredients like garlic, which is a magical superfood that can help you stay energized and healthy. And since its a toast, you can enjoy it on the go, whether youre."
14,15.9,Underweight,1,,,,,LONG ISLAND BOUILLABAISSE,"[INTERNAL REASONING LOGIC]

This child is 14 years old and has a BMI of 15.9, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: LONG ISLAND BOUILLABAISSE.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, youre 14, and youre a bit underweight, so your body might need a little extra energy to stay healthy. But dont worry, you can still enjoy delicious food that will make you happy! Since you can cook, I recommend trying a simple and yummy dish called Long Island Bouillabaisse. Its a rich soup full of deliciousness, and its perfect for a light lunch or a satisfying dinner. So, grab some ingredients and get ready to create a magical culinary adventure!."
10,25.7,Underweight,1,"Tomato, Mackerel, Sulfurous acid",,,,Oven-Baked Salmon with Picholine Olive Sauce,"[INTERNAL REASONING LOGIC]

This child is 10 years old and has a BMI of 25.7, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Tomato, Mackerel, Sulfurous acid, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Oven-Baked Salmon with Picholine Olive Sauce.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre ten years old and your body needs some extra energy to grow and play. But dont worry, you can still enjoy a delicious meal! The machine learning model picked some yummy salmon recipes that are perfect for your body. One of them is Oven-Baked Salmon with Picholine Olive Sauce. This dish is simple to make, just like you can cook it yourself. Its also a healthy and delicious meal that will help you stay energized throughout the day. Give it a try and let your taste buds dance! Youll be amazed at how good this food tastes and how easy it is to make. Remember, eating is a fun adventure, so lets explore the world of."
13,16.5,Underweight,1,"Shrimp, Peanut, Wheat",,,,Blackened Salmon with Blue Cheese Sauce,"[INTERNAL REASONING LOGIC]

This child is 13 years old and has a BMI of 16.5, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Shrimp, Peanut, Wheat, which was excluded from the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Blackened Salmon with Blue Cheese Sauce.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, youre 13 years old! Youre a bit underweight, so your body might need a little extra energy to stay strong and healthy. But youre not gonna let that stop you from having some fun! Lets cook up something delicious thats simple and easy to make. Blackened salmon with a yummy blue cheese sauce is the perfect dish for you! Its so amazing, you can even cook it yourself! Its a bit different from your usual food, but its definitely worth trying. Youll be amazed at how good it tastes! So grab some ingredients and lets get cooking! You can do it, youre a super chef."
13,17.4,Underweight,1,"Egg, Crab",Carrot,,,Striped Bass with Sweet Carrots and Cider Glaze,"[INTERNAL REASONING LOGIC]

This child is 13 years old and has a BMI of 17.4, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to Egg, Crab, which was excluded from the recommendation.

They have ingredients like Carrot available at home.

Based on these factors, the machine learning model recommended: Striped Bass with Sweet Carrots and Cider Glaze.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Youre 13, and your body is like a tiny explorer setting sail on an exciting journey! Youre underweight, which means your body might need a bit more energy to go on adventures. But dont worry, youve got the magic of cooking in your hands! Lets prepare a delicious and special meal thats perfect for your body. Its like a colorful map leading you on a tasty adventure! First, imagine Striped Bass, like a fish shining in the sun! Its a kind of fish thats easy to cook, just like you! Then, picture the Sweet Carrots with a drizzle of yummy Cider Glaze glistening like precious jewels. Get."
8,22.9,Underweight,1,,Anchovy,,,Sauteed Ling Cod With Leeks & Anchovy Butter,"[INTERNAL REASONING LOGIC]

This child is 8 years old and has a BMI of 22.9, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They can cook, so the food must be simple enough for them to prepare on their own.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like Anchovy available at home.

Based on these factors, the machine learning model recommended: Sauteed Ling Cod With Leeks & Anchovy Butter.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there, youre 8 years old and your body might be a little bit smaller than it used to be. It needs a little extra energy to stay happy and healthy, just like a superhero needs fuel to soar through the sky! Lets cook up a delicious dish thats simple and easy to make. Its called Sauteed Ling Cod With Leeks & Anchovy Butter, and its like a magic potion for your taste buds! The cod is like a superfood thats packed with protein and good fats, just the way your superhero needs energy. The leeks add a creamy, savory flavor that will make your taste buds dance, and the anchovies give it a bit of."
9,15.3,Underweight,0,,,,,Paleo Buffalo Greek Caesar Salad,"[INTERNAL REASONING LOGIC]

This child is 9 years old and has a BMI of 15.3, categorized as Underweight.
That means their body might need more energy to stay strong and healthy.

They cannot cook, so the food must be simple enough for an adult to help prepare.

They are allergic to nothing, which did not affect the recommendation.

They have ingredients like none available at home.

Based on these factors, the machine learning model recommended: Paleo Buffalo Greek Caesar Salad.

---

👇 Please now write a friendly and magical explanation to the child,
encouraging them to enjoy this food and feel excited to try it.
Avoid technical language and speak like a supportive food buddy!","Hey there! Lets get adventurous in the kitchen! Im here to help you whip up a delicious and healthy salad thats perfect for you. Dont worry, you dont need to be a chef or an expert in the kitchen. This salad is so simple and easy to make that even a kid like you can do it! Imagine a refreshing mix of creamy Greek yogurt, crunchy romaine lettuce, and savory buffalo dressing. Its like a party for your taste buds! So, grab the ingredients and lets create this magical salad together. It might just become your new favorite food! Remember, eating healthy is a fun adventure, so lets give it a try and savor."
